UID,Product ID,Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear,Machine failure,TWF,HDF,PWF,OSF,RNF,anomaly,anomaly_score
1874,L49053,L,298.4,308.1,1367,57.8,92,0,0,0,0,0,0,1,0.0861072323621776
1875,L49054,L,298.4,308.1,1598,32.7,94,0,0,0,0,0,0,1,0.1311746975069863
1876,L49055,L,298.3,308.0,1363,50.1,96,0,0,0,0,0,0,1,0.11817264747305384
1877,L49056,L,298.3,308.0,1242,62.0,98,0,0,0,0,0,0,1,0.02423473861254055
1878,M16737,M,298.2,307.8,1566,33.8,100,0,0,0,0,0,0,1,0.12093583799870011
1879,M16738,M,298.1,307.7,1424,47.7,103,0,0,0,0,0,0,1,0.11704607840990638
1880,M16739,M,298.2,307.7,1608,33.8,106,0,0,0,0,0,0,1,0.10808484956317443
1881,L49060,L,298.1,307.7,1705,29.1,109,0,0,0,0,0,0,1,0.09017760240796036
1882,L49061,L,298.0,307.6,1548,45.8,111,0,0,0,0,0,0,1,0.10718553614252713
1883,M16742,M,298.0,307.6,1581,43.4,113,0,0,0,0,0,0,1,0.11063428711297946
1884,M16743,M,298.0,307.6,1472,46.7,116,0,0,0,0,0,0,1,0.12100124427220416
1885,M16744,M,298.0,307.6,1792,26.0,119,0,0,0,0,0,0,1,0.04493056201386725
1886,L49065,L,298.0,307.6,1683,32.8,122,0,0,0,0,0,0,1,0.09859120277099559
1887,L49066,L,297.9,307.6,1503,40.7,124,0,0,0,0,0,0,1,0.12437192485593762
1888,M16747,M,297.9,307.5,1642,32.4,126,0,0,0,0,0,0,1,0.1019505050700506
1889,M16748,M,297.8,307.4,1902,24.3,129,0,0,0,0,0,0,1,0.009633168600728825
1890,H31303,H,297.7,307.4,1432,40.2,132,0,0,0,0,0,0,1,0.11149846126106755
1891,L49070,L,297.8,307.4,1512,40.8,137,0,0,0,0,0,0,1,0.11516053738220577
1892,L49071,L,297.7,307.4,1764,29.0,139,0,0,0,0,0,0,1,0.05232201885507182
1893,M16752,M,297.8,307.4,1438,43.6,141,0,0,0,0,0,0,1,0.11188806825317998
1894,L49073,L,297.8,307.5,1631,29.9,144,0,0,0,0,0,0,1,0.09241651573818938
1895,H31308,H,297.9,307.5,1880,23.3,146,0,0,0,0,0,0,1,0.011709860514872328
1896,L49075,L,297.9,307.6,1344,54.3,151,0,0,0,0,0,0,1,0.08856696801138486
1897,L49076,L,297.9,307.5,1574,35.8,153,0,0,0,0,0,0,1,0.11896835599248018
1898,L49077,L,297.8,307.4,1418,41.2,155,0,0,0,0,0,0,1,0.10987555198348409
1899,L49078,L,297.8,307.5,1372,54.1,157,0,0,0,0,0,0,1,0.08368447128628798
1900,L49079,L,297.8,307.5,1388,40.0,159,0,0,0,0,0,0,1,0.10148471846446688
1901,H31314,H,297.9,307.6,1493,36.0,161,0,0,0,0,0,0,1,0.12438380669650956
1902,M16761,M,297.9,307.6,1505,40.1,166,0,0,0,0,0,0,1,0.12309492976880121
1903,L49082,L,298.0,307.6,1694,29.1,169,0,0,0,0,0,0,1,0.08647556259393657
1904,L49083,L,297.9,307.6,1968,20.4,171,0,0,0,0,0,0,-1,-0.011663244798550743
1905,M16764,M,298.0,307.6,1569,35.6,173,0,0,0,0,0,0,1,0.12112035332293114
1906,L49085,L,297.9,307.6,1687,29.1,176,0,0,0,0,0,0,1,0.08925843225426855
1907,L49086,L,297.9,307.6,1430,52.4,178,0,0,0,0,0,0,1,0.09917766234191977
1908,L49087,L,297.9,307.6,1504,42.4,180,0,0,0,0,0,0,1,0.12278596560829858
1909,L49088,L,297.9,307.6,1977,20.2,182,0,0,0,0,0,0,-1,-0.013475533779864324
1910,L49089,L,298.0,307.7,1435,45.6,184,0,0,0,0,0,0,1,0.12009262640199836
1911,H31324,H,298.0,307.7,1547,36.8,186,0,0,0,0,0,0,1,0.12977754460011415
1912,M16771,M,298.1,307.8,1316,57.2,191,0,0,0,0,0,0,1,0.06031775444924736
1913,M16772,M,298.0,307.7,1621,34.9,194,0,0,0,0,0,0,1,0.11015520718912286
1914,M16773,M,298.0,307.8,1492,40.2,197,0,0,0,0,0,0,1,0.1333723613903468
1915,L49094,L,298.0,307.7,1643,32.3,200,0,0,0,0,0,0,1,0.10593887207845604
1916,L49095,L,298.0,307.7,1492,38.7,202,0,0,0,0,0,0,1,0.1256240807896486
1917,L49096,L,298.0,307.7,1387,50.8,204,0,0,0,0,0,0,1,0.10578593074505649
1918,M16777,M,298.1,307.9,1463,47.3,206,0,0,0,0,0,0,1,0.12939085056447686
1919,M16778,M,298.1,307.9,1496,40.0,0,0,0,0,0,0,0,1,0.13339135610069047
1920,L49099,L,298.2,308.0,1658,30.0,3,0,0,0,0,0,0,1,0.11372282157222946
1921,L49100,L,298.1,307.9,2161,17.5,5,0,0,0,0,0,0,-1,-0.0294031447606532
1922,L49101,L,298.1,307.9,1665,32.0,7,0,0,0,0,0,0,1,0.11729043046617771
1923,L49102,L,298.0,307.8,1716,26.6,9,0,0,0,0,0,0,1,0.08253380168907298
1924,L49103,L,298.0,307.7,1529,34.1,11,0,0,0,0,0,0,1,0.11851823574646225
1925,L49104,L,297.9,307.7,1353,50.7,13,0,0,0,0,0,0,1,0.0983997892407033
1926,L49105,L,297.9,307.7,1537,37.7,15,0,0,0,0,0,0,1,0.12782224422778893
1927,L49106,L,298.0,307.7,1606,30.8,17,0,0,0,0,0,0,1,0.103927222847367
1928,H31341,H,298.0,307.8,1314,47.8,19,0,0,0,0,0,0,1,0.10604888285423042
1929,L49108,L,298.0,307.8,1623,29.9,24,0,0,0,0,0,0,1,0.1099647672539597
1930,M16789,M,298.0,307.8,1483,50.9,26,0,0,0,0,0,0,1,0.10767518453777924
1931,M16790,M,298.1,307.9,1569,37.0,29,0,0,0,0,0,0,1,0.13431934155836472
1932,M16791,M,298.2,308.0,1969,21.7,32,0,0,0,0,0,0,1,0.020973748927679003
1933,M16792,M,298.1,308.0,1686,29.3,35,0,0,0,0,0,0,1,0.10876921675815182
1934,L49113,L,298.1,308.0,1638,35.1,38,0,0,0,0,0,0,1,0.11986251655279068
1935,L49114,L,298.1,307.9,1698,33.3,40,0,0,0,0,0,0,1,0.11204043183327317
1936,M16795,M,298.1,307.9,1377,55.1,42,0,0,0,0,0,0,1,0.10321929807177782
1937,M16796,M,298.1,308.0,2129,18.4,45,0,0,0,0,0,0,-1,-0.018520483269471533
1938,L49117,L,298.2,308.0,1411,42.4,48,0,0,0,0,0,0,1,0.14199688264482274
1939,L49118,L,298.1,307.9,1517,40.8,50,0,0,0,0,0,0,1,0.13614134807963185
1940,M16799,M,298.1,307.9,1303,53.9,52,0,0,0,0,0,0,1,0.07986017397188472
1941,L49120,L,298.1,307.9,1578,35.6,55,0,0,0,0,0,0,1,0.1332465646977819
1942,L49121,L,298.1,307.9,1425,58.2,57,0,0,0,0,0,0,1,0.07631986620385156
1943,L49122,L,298.1,308.0,1456,42.4,59,0,0,0,0,0,0,1,0.14443788423125464
1944,L49123,L,298.1,308.0,1704,30.9,61,0,0,0,0,0,0,1,0.11174192539107841
1945,L49124,L,298.1,308.1,1791,27.3,63,0,0,0,0,0,0,1,0.07956404568829811
1946,L49125,L,298.1,308.1,1616,32.8,65,0,0,0,0,0,0,1,0.1286797432201771
1947,L49126,L,298.2,308.1,1622,34.9,67,0,0,0,0,0,0,1,0.13074421374959427
1948,L49127,L,298.2,308.1,1462,49.9,69,0,0,0,0,0,0,1,0.12705360241882502
1949,L49128,L,298.1,308.1,1410,45.8,71,0,0,0,0,0,0,1,0.14258797563887915
1950,M16809,M,298.1,308.0,1543,41.9,73,0,0,0,0,0,0,1,0.1420946198305627
1951,M16810,M,298.0,307.9,1479,47.6,76,0,0,0,0,0,0,1,0.12949968699870967
1952,L49131,L,298.0,307.8,1839,22.7,79,0,0,0,0,0,0,1,0.03987135218126325
1953,L49132,L,298.0,307.8,1266,60.5,81,0,0,0,0,0,0,1,0.031911919472057404
1954,L49133,L,297.9,307.7,1593,34.9,83,0,0,0,0,0,0,1,0.11412222598929572
1955,L49134,L,297.9,307.8,1459,46.9,85,0,0,0,0,0,0,1,0.12873900828524476
1956,L49135,L,297.9,307.7,1308,55.2,87,0,0,0,0,0,0,1,0.07451067130366207
1957,M16816,M,297.9,307.7,1364,46.8,89,0,0,0,0,0,0,1,0.1137207447999472
1958,H31371,H,297.9,307.7,1618,35.9,92,0,0,0,0,0,0,1,0.1071484388974343
1959,H31372,H,297.9,307.7,1464,43.2,97,0,0,0,0,0,0,1,0.12471792937379234
1960,M16819,M,297.8,307.6,1352,49.4,102,0,0,0,0,0,0,1,0.10148565715483193
1961,L49140,L,297.8,307.6,1446,51.4,105,0,0,0,0,0,0,1,0.10193033853353572
1962,L49141,L,297.8,307.5,1448,51.2,107,0,0,0,0,0,0,1,0.0983403830504766
1963,L49142,L,297.8,307.5,1391,48.6,109,0,0,0,0,0,0,1,0.10512354046418898
1964,L49143,L,297.7,307.5,1379,43.3,111,0,0,0,0,0,0,1,0.10214381800621436
1965,M16824,M,297.8,307.5,1405,46.9,113,0,0,0,0,0,0,1,0.11297359136070645
1966,L49145,L,297.8,307.5,1581,33.1,116,0,0,0,0,0,0,1,0.10691327575124743
1967,L49146,L,297.9,307.6,1515,40.5,118,0,0,0,0,0,0,1,0.12364015357319547
1968,L49147,L,297.9,307.6,1589,37.8,120,0,0,0,0,0,0,1,0.11773173899042488
1969,L49148,L,298.0,307.6,1281,50.8,122,0,0,0,0,0,0,1,0.072168102779266
1970,H31383,H,297.8,307.5,1631,31.3,124,0,0,0,0,0,0,1,0.09924878656768954
1971,M16830,M,297.9,307.6,1202,67.0,129,0,0,0,0,0,0,-1,-0.019313240129942733
1972,L49151,L,297.9,307.6,1298,52.7,132,0,0,0,0,0,0,1,0.07060324752879987
1973,L49152,L,297.9,307.6,1612,30.7,134,0,0,0,0,0,0,1,0.10072154320670118
1974,L49153,L,297.9,307.6,1747,25.3,136,0,0,0,0,0,0,1,0.052336558204294614
1975,L49154,L,298.0,307.6,1450,48.7,138,0,0,0,0,0,0,1,0.11297924410370203
1976,L49155,L,298.0,307.7,1422,45.6,140,0,0,0,0,0,0,1,0.12044685740382599
1977,M16836,M,298.1,307.7,1419,47.4,142,0,0,0,0,0,0,1,0.11728334678614555
1978,M16837,M,298.1,307.7,1633,30.7,145,0,0,0,0,0,0,1,0.1030396067519253
1979,L49158,L,298.0,307.7,1442,43.6,148,0,0,0,0,0,0,1,0.12447757292680783
1980,H31393,H,298.0,307.6,1420,45.8,150,0,0,0,0,0,0,1,0.1211573043949144
1981,M16840,M,298.0,307.6,1301,58.5,155,0,0,0,0,0,0,1,0.04192048355107836
1982,L49161,L,298.0,307.6,1385,45.0,158,0,0,0,0,0,0,1,0.11574977270262232
1983,M16842,M,298.0,307.7,1487,41.3,160,0,0,0,0,0,0,1,0.1288749703351883
1984,M16843,M,298.0,307.6,1459,44.4,163,0,0,0,0,0,0,1,0.1227942315341366
1985,M16844,M,298.0,307.5,1387,45.5,166,0,0,0,0,0,0,1,0.10816163732430428
1986,L49165,L,298.1,307.7,1537,40.8,169,0,0,0,0,0,0,1,0.12118361121708804
1987,L49166,L,298.1,307.6,1498,42.9,171,0,0,0,0,0,0,1,0.11995794625153872
1988,M16847,M,298.2,307.8,1599,31.2,173,0,0,0,0,0,0,1,0.11747798216771016
1989,H31402,H,298.3,307.9,1420,39.2,176,0,0,0,0,0,0,1,0.13519882787148452
1990,L49169,L,298.2,307.9,1785,23.4,181,0,0,0,0,0,0,1,0.056749897133517635
1991,L49170,L,298.2,307.8,1423,48.1,183,0,0,0,0,0,0,1,0.12303901679794987
1992,M16851,M,298.2,307.8,1583,36.6,185,0,0,0,0,0,0,1,0.1304371675118668
1993,L49172,L,298.2,307.8,1375,46.6,188,0,0,0,0,0,0,1,0.1219189690803722
1994,M16853,M,298.3,308.0,1463,42.5,190,0,0,0,0,0,0,1,0.14893528660004263
1995,M16854,M,298.2,307.9,1403,45.1,193,0,0,0,0,0,0,1,0.13329807076517763
1996,L49175,L,298.3,308.0,1451,47.1,196,0,0,0,0,0,0,1,0.13960375387505103
1997,M16856,M,298.4,308.0,1416,38.2,198,1,1,0,0,0,0,1,0.1356841384023858
1998,L49177,L,298.3,308.1,1672,41.3,0,0,0,0,0,0,0,1,0.11992144198420851
1999,H31412,H,298.3,308.0,1637,30.8,2,0,0,0,0,0,0,1,0.12319042841943384
2000,L49179,L,298.4,308.0,1540,37.8,7,0,0,0,0,0,0,1,0.1410336614640541
2001,L49180,L,298.4,308.1,1279,53.1,9,0,0,0,0,0,0,1,0.07819820932794863
2002,L49181,L,298.4,308.2,1604,34.9,11,0,0,0,0,0,0,1,0.1343884101006994
2003,L49182,L,298.5,308.2,1654,27.1,13,0,0,0,0,0,0,1,0.1108246027219249
2004,M16863,M,298.5,308.2,1564,37.5,15,0,0,0,0,0,0,1,0.14288832393957385
2005,L49184,L,298.5,308.2,1451,47.5,18,0,0,0,0,0,0,1,0.13950566653276658
2006,L49185,L,298.5,308.3,1504,38.0,20,0,0,0,0,0,0,1,0.14969393021151778
2007,M16866,M,298.5,308.3,1381,50.5,22,0,0,0,0,0,0,1,0.12966345863519046
2008,L49187,L,298.6,308.4,1562,34.4,25,0,0,0,0,0,0,1,0.14350552424092916
2009,L49188,L,298.5,308.3,1811,24.7,27,0,0,0,0,0,0,1,0.0710489257036675
2010,M16869,M,298.6,308.3,1717,28.7,29,0,0,0,0,0,0,1,0.11361228216505193
2011,L49190,L,298.6,308.3,1278,60.5,32,0,0,0,0,0,0,1,0.056334207039343664
2012,L49191,L,298.7,308.5,1616,30.2,34,0,0,0,0,0,0,1,0.13200471222200022
2013,L49192,L,298.6,308.4,1397,46.4,36,0,0,0,0,0,0,1,0.1434234525187602
2014,L49193,L,298.6,308.4,1485,42.9,38,0,0,0,0,0,0,1,0.15713924691826336
2015,L49194,L,298.6,308.4,1310,59.7,40,0,0,0,0,0,0,1,0.06980809378089736
2016,L49195,L,298.5,308.2,1301,66.3,42,1,0,0,1,0,0,1,0.021575656931505205
2017,L49196,L,298.5,308.3,1458,44.0,44,0,0,0,0,0,0,1,0.15036956005968755
2018,L49197,L,298.7,308.5,1483,42.5,46,0,0,0,0,0,0,1,0.16005672372417357
2019,L49198,L,298.7,308.5,1375,46.4,48,0,0,0,0,0,0,1,0.14248286937030474
2020,M16879,M,298.7,308.5,1660,27.0,50,0,0,0,0,0,0,1,0.11562027523521945
2021,H31434,H,298.7,308.4,1560,33.3,53,0,0,0,0,0,0,1,0.13881707245954927
2022,L49201,L,298.7,308.5,1480,42.2,58,0,0,0,0,0,0,1,0.16083845371127348
2023,L49202,L,298.7,308.4,1373,46.9,60,0,0,0,0,0,0,1,0.14143684835323161
2024,L49203,L,298.7,308.5,1444,54.2,62,0,0,0,0,0,0,1,0.12177617501170723
2025,M16884,M,298.7,308.6,1722,24.7,64,0,0,0,0,0,0,1,0.0940287888695932
2026,L49205,L,298.7,308.5,1469,39.9,67,0,0,0,0,0,0,1,0.16036269044759177
2027,M16886,M,298.7,308.5,1360,52.9,69,0,0,0,0,0,0,1,0.1196891219777792
2028,L49207,L,298.7,308.4,1750,25.8,72,0,0,0,0,0,0,1,0.09092428454716073
2029,M16888,M,298.7,308.3,1349,46.6,74,0,0,0,0,0,0,1,0.1376978011373851
2030,L49209,L,298.7,308.5,1668,35.2,77,0,0,0,0,0,0,1,0.12625154467521515
2031,L49210,L,298.9,308.6,1400,49.5,79,0,0,0,0,0,0,1,0.1341042802161188
2032,L49211,L,298.8,308.6,1331,62.8,81,0,0,0,0,0,0,1,0.061432247949541385
2033,L49212,L,298.8,308.5,1444,42.2,83,0,0,0,0,0,0,1,0.15618192971300676
2034,H31447,H,298.8,308.5,1359,47.6,85,0,0,0,0,0,0,1,0.13467285628507814
2035,M16894,M,298.8,308.5,1425,47.4,90,0,0,0,0,0,0,1,0.1474467914254619
2036,M16895,M,298.9,308.6,1469,34.2,93,0,0,0,0,0,0,1,0.14108556937261518
2037,L49216,L,299.0,308.7,1892,22.8,96,0,0,0,0,0,0,1,0.04640287986287073
2038,H31451,H,299.0,308.7,1940,19.9,98,0,0,0,0,0,0,1,0.029217610706097297
2039,L49218,L,299.0,308.8,1405,55.2,103,0,0,0,0,0,0,1,0.11851975078921972
2040,M16899,M,299.0,308.9,1449,39.6,105,0,0,0,0,0,0,1,0.15244345644018115
2041,L49220,L,299.1,308.9,1686,29.6,108,0,0,0,0,0,0,1,0.11946559451331634
2042,L49221,L,299.1,308.9,1680,27.2,110,0,0,0,0,0,0,1,0.11245435170482215
2043,M16902,M,299.1,308.9,1397,52.4,112,0,0,0,0,0,0,1,0.1234514722693108
2044,M16903,M,299.2,309.0,1597,30.3,115,0,0,0,0,0,0,1,0.13302678484737257
2045,L49224,L,299.3,309.1,1470,41.1,118,0,0,0,0,0,0,1,0.1673512010362611
2046,M16905,M,299.3,309.1,1703,31.3,120,0,0,0,0,0,0,1,0.12396464288485798
2047,L49226,L,299.3,309.1,1388,45.5,123,0,0,0,0,0,0,1,0.1456008036952861
2048,L49227,L,299.3,309.2,1775,24.2,125,0,0,0,0,0,0,1,0.06973510667567073
2049,L49228,L,299.3,309.2,1465,41.5,127,0,0,0,0,0,0,1,0.1638988615854562
2050,M16909,M,299.3,309.2,1586,37.9,129,0,0,0,0,0,0,1,0.15087197033530964
2051,M16910,M,299.5,309.3,1675,29.2,132,0,0,0,0,0,0,1,0.11805326643261893
2052,M16911,M,299.4,309.2,1470,44.4,135,0,0,0,0,0,0,1,0.16087261327665214
2053,L49232,L,299.5,309.3,1477,40.4,138,0,0,0,0,0,0,1,0.15943461807519355
2054,L49233,L,299.5,309.3,1382,61.0,140,0,0,0,0,0,0,1,0.08247491425750214
2055,M16914,M,299.6,309.4,1605,29.8,142,0,0,0,0,0,0,1,0.1269791664499339
2056,L49235,L,299.6,309.4,1643,32.9,145,0,0,0,0,0,0,1,0.13190714059849873
2057,L49236,L,299.5,309.3,1333,54.1,147,0,0,0,0,0,0,1,0.10903050727036917
2058,L49237,L,299.5,309.3,1520,42.3,149,0,0,0,0,0,0,1,0.15692077409148691
2059,M16918,M,299.5,309.3,1902,24.0,151,0,0,0,0,0,0,1,0.04702948675442831
2060,H31473,H,299.5,309.4,1386,44.4,154,0,0,0,0,0,0,1,0.14487641920603284
2061,L49240,L,299.6,309.5,1803,27.7,159,0,0,0,0,0,0,1,0.08263578124550125
2062,L49241,L,299.7,309.6,1359,50.7,161,0,0,0,0,0,0,1,0.12816376100797244
2063,M16922,M,299.7,309.6,1477,42.7,163,0,0,0,0,0,0,1,0.16147863341489277
2064,L49243,L,299.7,309.6,1321,53.4,166,0,0,0,0,0,0,1,0.10821518029313476
2065,L49244,L,299.6,309.5,1453,41.4,168,0,0,0,0,0,0,1,0.15552218016735453
2066,L49245,L,299.7,309.6,1419,45.1,170,0,0,0,0,0,0,1,0.15398113261639923
2067,L49246,L,299.7,309.6,1512,36.2,172,0,0,0,0,0,0,1,0.15332766818352628
2068,L49247,L,299.7,309.6,1553,36.8,174,0,0,0,0,0,0,1,0.1535704199761303
2069,M16928,M,299.7,309.6,1534,39.1,176,0,0,0,0,0,0,1,0.15630694499269127
2070,H31483,H,299.7,309.6,1553,41.0,179,0,0,0,0,0,0,1,0.15105175108117924
2071,L49250,L,299.7,309.5,1352,49.7,184,0,0,0,0,0,0,1,0.12981228154227087
2072,M16931,M,299.7,309.6,1313,60.0,186,0,0,0,0,0,0,1,0.0725240437839495
2073,L49252,L,299.6,309.5,1570,35.5,189,0,0,0,0,0,1,1,0.14845947692436018
2074,L49253,L,299.6,309.4,1677,31.1,191,0,0,0,0,0,0,1,0.12506284340846735
2075,L49254,L,299.5,309.4,1602,31.5,193,0,0,0,0,0,0,1,0.13850558806646351
2076,L49255,L,299.5,309.4,1390,58.8,195,1,0,0,0,1,0,1,0.09532657538690431
2077,L49256,L,299.4,309.3,1544,36.0,197,0,0,0,0,0,0,1,0.15199344955330152
2078,L49257,L,299.4,309.4,1701,31.2,199,0,0,0,0,0,0,1,0.12597039195899923
2079,M16938,M,299.4,309.3,1692,28.4,201,0,0,0,0,0,0,1,0.11820914579807273
2080,M16939,M,299.3,309.3,1523,37.9,204,0,0,0,0,0,0,1,0.156303026994198
2081,L49260,L,299.3,309.2,2280,15.4,207,0,0,0,0,0,0,-1,-0.04985691252457858
2082,M16941,M,299.4,309.3,1485,47.1,209,0,0,0,0,0,0,1,0.14837350247105124
2083,H31496,H,299.4,309.2,1513,36.1,212,0,0,0,0,0,0,1,0.15626065895793595
2084,H31497,H,299.4,309.3,1743,28.2,0,0,0,0,0,0,0,1,0.11034721234609868
2085,L49264,L,299.5,309.3,1442,46.2,5,0,0,0,0,0,0,1,0.15060015892926243
2086,L49265,L,299.5,309.3,1462,46.7,7,0,0,0,0,0,0,1,0.15139425280326396
2087,H31500,H,299.4,309.3,1439,49.7,9,0,0,0,0,0,0,1,0.14083715369950772
2088,L49267,L,299.5,309.3,1577,36.6,14,0,0,0,0,0,0,1,0.1501446275568757
2089,L49268,L,299.6,309.4,1331,46.4,16,0,0,0,0,0,0,1,0.12966647752275473
2090,L49269,L,299.5,309.3,1941,22.5,18,0,0,0,0,0,0,1,0.04337486869923313
2091,L49270,L,299.5,309.2,1393,47.3,20,0,0,0,0,0,0,1,0.14182628560639626
2092,L49271,L,299.4,309.2,1433,42.1,22,0,0,0,0,0,0,1,0.15934091453067845
2093,L49272,L,299.4,309.2,1444,48.2,24,0,0,0,0,0,0,1,0.15244333776521352
2094,L49273,L,299.4,309.2,1564,39.0,26,0,0,0,0,0,0,1,0.15622853229045158
2095,L49274,L,299.4,309.3,1377,43.6,28,0,0,0,0,0,0,1,0.13803502560930547
2096,L49275,L,299.4,309.3,1525,41.5,30,0,0,0,0,0,0,1,0.15813999565708814
2097,M16956,M,299.5,309.4,1387,56.2,32,0,0,0,0,0,0,1,0.11803423097304722
2098,M16957,M,299.4,309.4,1326,47.5,35,0,0,0,0,0,0,1,0.126003653853979
2099,L49278,L,299.4,309.3,1401,59.0,38,0,0,0,0,0,0,1,0.08927213534616446
2100,L49279,L,299.4,309.3,1596,31.8,40,0,0,0,0,0,0,1,0.13440630822289634
2101,M16960,M,299.3,309.3,1471,46.0,42,0,0,0,0,0,0,1,0.15785529207947596
2102,L49281,L,299.3,309.3,1528,37.8,45,0,0,0,0,0,0,1,0.15605755284335354
2103,L49282,L,299.3,309.3,1325,62.0,47,0,0,0,0,0,0,1,0.0629090213024659
2104,M16963,M,299.3,309.1,1376,46.7,49,0,0,0,0,0,0,1,0.14313616090196174
2105,M16964,M,299.3,309.1,1600,35.3,52,0,0,0,0,0,0,1,0.1483651596860483
2106,L49285,L,299.3,309.1,1495,44.0,55,0,0,0,0,0,0,1,0.16307905646445986
2107,L49286,L,299.4,309.1,1645,28.6,57,0,0,0,0,0,0,1,0.12573664406873158
2108,M16967,M,299.4,309.1,1417,47.3,59,0,0,0,0,0,0,1,0.15217607198601235
2109,H31522,H,299.4,309.0,1415,51.7,62,0,0,0,0,0,0,1,0.13636611245388258
2110,M16969,M,299.3,309.0,1496,43.4,67,0,0,0,0,0,0,1,0.16687166561749123
2111,H31524,H,299.3,309.0,1508,35.0,70,0,0,0,0,0,0,1,0.1578699392141778
2112,L49291,L,299.4,309.0,1436,47.9,75,0,0,0,0,0,0,1,0.1555080675889402
2113,L49292,L,299.5,309.1,1852,22.6,77,0,0,0,0,0,0,1,0.04821164013045964
2114,L49293,L,299.5,309.1,1863,22.5,79,0,0,0,0,0,0,1,0.04338426893336633
2115,H31528,H,299.4,309.1,1373,44.1,81,0,0,0,0,0,0,1,0.1402519940180892
2116,L49295,L,299.4,309.0,1404,47.3,86,0,0,0,0,0,0,1,0.14963803799782238
2117,M16976,M,299.4,309.0,1381,44.9,88,0,0,0,0,0,0,1,0.14163793854018508
2118,H31531,H,299.4,308.9,1762,29.3,91,0,0,0,0,0,0,1,0.10025948460710699
2119,H31532,H,299.3,308.9,1429,43.0,96,0,0,0,0,0,0,1,0.15313613551584887
2120,M16979,M,299.3,308.9,1858,24.7,101,0,0,0,0,0,0,1,0.04725128033432224
2121,H31534,H,299.2,308.8,1908,21.3,104,0,0,0,0,0,0,1,0.04357833144606582
2122,M16981,M,299.2,308.8,1503,37.4,109,0,0,0,0,0,0,1,0.15566854435705269
2123,M16982,M,299.2,308.8,1523,38.9,112,0,0,0,0,0,0,1,0.15772549542340702
2124,L49303,L,299.3,309.0,1491,38.4,115,0,0,0,0,0,0,1,0.16500650972277425
2125,L49304,L,299.2,308.9,1430,39.1,117,0,0,0,0,0,0,1,0.15031669855941843
2126,L49305,L,299.3,308.9,1258,69.4,119,1,0,0,1,0,0,1,0.004435157273640744
2127,L49306,L,299.3,309.0,1449,46.5,121,0,0,0,0,0,0,1,0.15960942982981507
2128,H31541,H,299.3,309.0,1425,40.6,123,0,0,0,0,0,0,1,0.15702226213112425
2129,L49308,L,299.4,309.0,1800,24.3,128,0,0,0,0,0,0,1,0.07280296787600893
2130,H31543,H,299.4,309.0,1607,33.7,130,0,0,0,0,0,0,1,0.14159275350843864
2131,L49310,L,299.4,309.0,1391,58.2,135,0,0,0,0,0,0,1,0.09565002264317352
2132,L49311,L,299.4,309.1,1432,45.4,137,0,0,0,0,0,0,1,0.15678645901229543
2133,L49312,L,299.4,309.0,1660,28.4,139,0,0,0,0,0,0,1,0.12132448040746263
2134,H31547,H,299.3,309.0,1732,29.7,141,0,0,0,0,0,0,1,0.11613427478331373
2135,L49314,L,299.3,309.0,1473,46.3,146,0,0,0,0,0,0,1,0.16155569136183595
2136,L49315,L,299.3,309.0,1511,47.8,148,0,0,0,0,0,0,1,0.15358082705380477
2137,L49316,L,299.2,308.9,1588,41.5,150,0,0,0,0,0,0,1,0.1449442614225816
2138,L49317,L,299.3,308.9,1623,31.1,152,0,0,0,0,0,0,1,0.13651218059454512
2139,L49318,L,299.3,309.0,1734,30.6,154,0,0,0,0,0,0,1,0.11880563873672784
2140,L49319,L,299.3,309.0,1415,47.6,156,0,0,0,0,0,0,1,0.15156348592129282
2141,L49320,L,299.3,309.0,1419,46.6,158,0,0,0,0,0,0,1,0.15461074032867306
2142,M17001,M,299.3,308.9,1577,34.9,160,0,0,0,0,0,0,1,0.14620965642155792
2143,L49322,L,299.3,308.9,1376,60.3,163,0,0,0,0,0,0,1,0.07987249376428729
2144,M17003,M,299.3,308.8,1442,49.0,165,0,0,0,0,0,0,1,0.14593710380104602
2145,L49324,L,299.4,308.9,1451,40.5,168,0,0,0,0,0,0,1,0.1535413761032221
2146,L49325,L,299.3,308.8,1550,45.8,170,0,0,0,0,0,0,1,0.14709862095440068
2147,L49326,L,299.3,308.8,1647,32.9,172,0,0,0,0,0,0,1,0.14017002658111438
2148,L49327,L,299.4,308.9,1550,33.7,174,0,0,0,0,0,0,1,0.14177687285664503
2149,L49328,L,299.4,308.9,1583,34.1,176,0,0,0,0,0,0,1,0.13956639129364662
2150,L49329,L,299.4,309.0,1613,32.2,178,0,0,0,0,0,0,1,0.13644147108139382
2151,H31564,H,299.3,308.8,1636,35.5,180,0,0,0,0,0,0,1,0.1368793206268452
2152,M17011,M,299.3,308.7,1289,51.5,185,0,0,0,0,0,0,1,0.09824805582419327
2153,M17012,M,299.3,308.8,1648,28.4,188,0,0,0,0,0,0,1,0.1264827463785057
2154,H31567,H,299.3,308.8,1397,45.4,191,0,0,0,0,0,0,1,0.14407102648680187
2155,M17014,M,299.3,308.9,1767,24.8,196,0,0,0,0,0,0,1,0.07917077170213949
2156,L49335,L,299.3,308.8,1341,47.7,199,0,0,0,0,0,0,1,0.13849554029065436
